AUC,max_sig,r05,time
0.8515030202341729,3.9013272738506575,20.73469387755102,0.002627245585123698
0.8575840060984586,2.5698044037013217,21.732394366197184,0.002575735251108805
0.8579518870702185,2.72572886073218,19.76774193548387,0.002570807933807373
0.8514882944915255,2.5608113645840165,19.161676646706592,0.002577026685078939
0.8577366334890947,3.4397324463849515,21.202797202797203,0.002569742997487386
0.8523132181109823,2.6372265021678643,20.025316455696203,0.0025611678759257
0.8529677367606477,2.909334975422513,21.53793103448276,0.002563850084940593
0.8484633236592803,2.3759896581089555,17.05586592178771,0.002577026685078939
0.8513811799317155,2.8503154276497584,18.8641975308642,0.002572627862294515
0.8526766577166156,2.9753509004117737,21.718309859154925,0.0025843222935994464
0.8513311148086523,2.5710200310399363,20.868055555555557,0.002598909536997477
0.8529058501463359,3.01247855502326,21.37062937062937,0.0025985638300577802
0.8542600313296878,3.5985592947672886,20.549668874172184,0.0025538603464762373
0.8465129441535758,2.7733254023772402,17.953216374269008,0.002598905563354493
0.8606287979188193,2.9946867678206184,21.87323943661972,0.0025542140007019038
0.8523875714709824,2.467158917550633,21.10884353741497,0.0025889992713928217
0.8537981365835391,2.606279658724131,21.77304964539007,0.0025533000628153485
0.8548851553655878,3.1991583505548893,22.92481203007519,0.0025635838508605963
0.8497012873433141,2.6780380446023644,19.63225806451613,0.003982345263163249
0.8507805547480096,3.074199798150712,19.922077922077925,0.0025694568951924643
0.8644295486620244,3.2539947606849258,24.1328125,0.002579172452290853
0.8550690069244969,3.059051710301639,18.66867469879518,0.0025737484296162925
0.8505174380100592,2.7125535360610864,21.25,0.0025638024012247717
0.8499133656635579,3.5598408397752634,19.689873417721518,0.0025622963905334467
0.8536551408948377,2.378791059168195,19.525316455696203,0.0026101311047871906
0.855489249715472,3.225433439485107,20.01298701298701,0.002577662467956543
0.8521099113147486,3.285168194842125,22.40875912408759,0.0025759100914001464
0.8605931836700409,2.712802897518898,19.509554140127392,0.002570287386576336
0.8541908268139284,2.67759974721049,19.967532467532468,0.002564541498819987
0.857417664694422,3.2295391348112847,20.866666666666667,0.0026044011116027827
0.8549239045911162,3.4227204777250866,24.20634920634921,0.002588562170664469
0.8481825431949979,2.697504710817293,19.69182389937107,0.0025857965151468913
0.8582146019403342,3.3609404134024063,23.6875,0.0025920550028483073
0.8458436306471759,2.567925414321979,20.28,0.002563432852427165
0.8459292828238457,2.847993916274873,18.349112426035504,0.002589174111684164
0.8553859323469897,2.8834972622193344,20.277027027027028,0.002579041322072347
0.8647147191624597,3.1161284609287363,25.114754098360656,0.0025837024052937827
0.8375158610209578,2.4540506374294604,15.627551020408163,0.004189081986745199
0.8569617711473818,3.3034322933488323,22.333333333333336,0.0025700847307840984
0.8540238641666111,2.4791852497024007,19.580645161290324,0.0025605638821919762
0.8575034813046533,2.698859580961797,20.60544217687075,0.002574328581492106
0.8545940244409485,2.92897283138468,21.047619047619047,0.002570629119873047
0.8517762089121366,3.134346991661624,20.92517006802721,0.002572886149088541
0.8551820485591186,2.789699215932816,18.35119047619048,0.0025811036427815753
0.8473672417324422,2.7496398472881585,19.01242236024845,0.0025737722714742023
0.8510640211126366,3.0229916927617317,23.31818181818182,0.0025810996691385912
0.8478575756408178,3.0124145183701634,19.11464968152866,0.0025995373725891113
0.8538247618031469,2.605109850129201,20.69736842105263,0.002564362684885661
0.8563950934092167,2.9693001768031877,23.952,0.002572433153788249
0.8570696347280794,3.145967677934353,21.804195804195803,0.002582248051961263
